# in_testing: False
# method: euler
# panel: Control
# simulation_clock: 0.05000000000000000278
# C: 0.00050000000000000001
# E_leak: -70
# theta: -50
# v_reset: -55
# g_L: 0.00000002500000000000
# g_ampa: 0.00000000005000000000
# g_gaba: 0.00000000004000000000
# g_nmda: 0.00000000090000000000
# tau_ampa_ms: 2
# tau_gaba_ms: 5
# tau_nmda_rise: 2
# tau_nmda_decay: 100
# up_state: {'N': 0, 'nu': 0, 'N_nmda': 1, 'nu_nmda': 10}
# down_state: {'N_E': 100, 'gamma': 4, 'nu': 10, 'N_nmda': 10, 'nu_nmda': 2}
# smoothened_rate_width: 10
# pannel: scan_nu_nmda
N,v_steady,g_nmda_steady,x_nmda_steady,s_nmda_steady,v_mean,v_var,g_nmda_mean,g_nmda_var,x_nmda_mean,x_nmda_var,s_nmda_mean,s_nmda_var,corr_coef_x_s,i_nmda_mean,i_nmda_var,mean_rate,num_spikes,mean_isi,std_isi,cv_isi
20,-69.89275466472406606044,0.03836067693753019564,0.39999999999999891198,0.95238095238094699901,-69.89470715258434552197,0.00000605965351510213,0.03766128369674791310,0.00000250637142393900,0.40317443267154828845,0.20275848620365538588,0.93512206429548816455,0.00153978386174835179,0.42191953794698605629,-0.00263232223044920733,0.00000001223384126021,0.00000000000000000000,0,,,
21,-69.89250974280004413686,0.03844841800583705116,0.41999999999999892975,0.95454545454544947880,-69.89448007009342234142,0.00000611342452942476,0.03774274156769867605,0.00000249771436852106,0.42327592929894880536,0.21476506380014581676,0.93713202172107168408,0.00153436919849346694,0.43337402228390253800,-0.00263800711448189179,0.00000001219140055272,0.00000000000000000000,0,,,
22,-69.89228611371882493586,0.03852853164249706724,0.43999999999999889200,0.95652173913042992659,-69.89419101635409958817,0.00000562226268603065,0.03784597800920525001,0.00000229627017129319,0.43979003181736642247,0.22252636094489197660,0.93967950643982678383,0.00141053376683927508,0.43644147522516596460,-0.00264521200789435279,0.00000001120798096405,0.00000000000000000000,0,,,
23,-69.89208111643979748351,0.03860197100984612967,0.45999999999999890976,0.95833333333332870740,-69.89389132120948033844,0.00000516116050455475,0.03795296662185130426,0.00000213327916142994,0.45867874583228640528,0.23131105193676204657,0.94231945448610809901,0.00131043236202500898,0.43713436625154311610,-0.00265267868019213992,0.00000001041246702346,0.00000000000000000000,0,,,
24,-69.89189251560212312597,0.03866953680518561004,0.47999999999999892752,0.95999999999999552358,-69.89363951977706790331,0.00000509525569864430,0.03804304155822412631,0.00000202732806519225,0.47793529889750607786,0.24237587688322367874,0.94454184446274425113,0.00124518222020200665,0.43833938778196540609,-0.00265896481199894962,0.00000000989500398792,0.00000000000000000000,0,,,
25,-69.89171841967932152784,0.03873190657341355619,0.49999999999999894529,0.96153846153845723421,-69.89338063687858948470,0.00000419968107086857,0.03813622820110969952,0.00000182824018897366,0.49789066596538311682,0.24861122563606574687,0.94684146510325251089,0.00112314657085736940,0.45067373148309386455,-0.00266546841409483117,0.00000000892376124411,0.00000000000000000000,0,,,
26,-69.89155721731815162912,0.03878965750735689777,0.51999999999999779732,0.96296296296295880168,-69.89315583462672520909,0.00000333128672814527,0.03821692178110305121,0.00000160365580983069,0.51260706649290799231,0.25869824960545517722,0.94883274209114054631,0.00098544458769255763,0.45422940738049993881,-0.00267110008043081179,0.00000000782806295905,0.00000000000000000000,0,,,
27,-69.89140752731684358423,0.03884328436348911257,0.53999999999999781508,0.96428571428571019375,-69.89290748867455249638,0.00000358541781123151,0.03830581989200911031,0.00000157209993209242,0.54017647768797616425,0.27521882446173495662,0.95102574696972308477,0.00096577165791969500,0.45591772304815225691,-0.00267730384558851177,0.00000000767348574634,0.00000000000000000000,0,,,
28,-69.89126815895079403163,0.03889321367180512135,0.55999999999999783284,0.96551724137930639014,-69.89270947564101277294,0.00000294905256153212,0.03837725613575384415,0.00000140808473429620,0.55907692642418593820,0.28370766971768501818,0.95278847211717332399,0.00086517710495421249,0.46847847989967028592,-0.00268228936129885111,0.00000000687323356908,0.00000000000000000000,0,,,
29,-69.89113808023168417094,0.03893981510435747667,0.57999999999999785061,0.96666666666666289931,-69.89246581895021392938,0.00000276870462728735,0.03846430644272023913,0.00000128876425860135,0.58239011469612866900,0.29192908279591828213,0.95493597849116274023,0.00079179125759146999,0.47016033284028524442,-0.00268836423493755460,0.00000000629066243174,0.00000000000000000000,0,,,
30,-69.89101639230911189316,0.03898341064390663246,0.59999999999999786837,0.96774193548386733266,-69.89228622268686308416,0.00000224897039318496,0.03852862770687799643,0.00000113290957103686,0.60132924693535738658,0.30321331747290813929,0.95652295365494932611,0.00069615243380396043,0.48260335756988381739,-0.00269285307262661115,0.00000000553013193222,0.00000000000000000000,0,,,
31,-69.89090230867113007207,0.03902428203381000382,0.61999999999999788614,0.96874999999999644729,-69.89213188574734658687,0.00000237959881913166,0.03858370368461593036,0.00000110983319819581,0.62301830808876079715,0.31672455345417932504,0.95788146332726042953,0.00068181562561375677,0.48197701393789027513,-0.00269669645693210039,0.00000000541718721145,0.00000000000000000000,0,,,
32,-69.89079513812582433729,0.03906267687366114100,0.63999999999999779288,0.96969696969696628219,-69.89198543210585512497,0.00000185079271902492,0.03863609598409358664,0.00000096936637588814,0.63763993542276897752,0.32181057430804410613,0.95917411702816279817,0.00059568321369998041,0.49472274096454982306,-0.00270035279710553831,0.00000000473186795834,0.00000000000000000000,0,,,
33,-69.89069427078580076795,0.03909881363944036486,0.65999999999999781064,0.97058823529411430986,-69.89175330126664675845,0.00000168897723913376,0.03871952170501431062,0.00000088337992958195,0.66878408694401725310,0.33203031169645813581,0.96123210368351541533,0.00054282473944562964,0.49910272295389229713,-0.00270617465624139195,0.00000000431209673262,0.00000000000000000000,0,,,
34,-69.89059916645493331089,0.03913288584323312141,0.67999999999999782840,0.97142857142856819941,-69.89169524921514664584,0.00000182663722686874,0.03874024074718494803,0.00000090372827789583,0.68024344666977176743,0.34373682394842225429,0.96174308612811532093,0.00055526701685448094,0.49140499745077348415,-0.00270762044814973259,0.00000000441130650040,0.00000000000000000000,0,,,
35,-69.89050934495043065908,0.03916506549979081181,0.69999999999999784617,0.97222222222221910126,-69.89158469693499853292,0.00000174098844752707,0.03877978683980574243,0.00000087285178906278,0.70096387184990427421,0.35552258440501094405,0.96271857733856414097,0.00053629327889696701,0.49816705633361652028,-0.00271038013504015405,0.00000000426058598657,0.00000000000000000000,0,,,
36,-69.89042437799396623177,0.03919550603104953596,0.71999999999999786393,0.97297297297296991836,-69.89144618375070194816,0.00000144678082012452,0.03882924303400031585,0.00000077826395784257,0.72223631923239028918,0.36962130139168081211,0.96393858811012311794,0.00047825032241619655,0.50896052466179941831,-0.00271383143354981876,0.00000000379902200386,0.00000000000000000000,0,,,
37,-69.89034388238313511010,0.03922434471212031537,0.73999999999999788169,0.97368421052631282109,-69.89135731398870632347,0.00000143205926851779,0.03886144237959226339,0.00000075511311515739,0.73936743707848817664,0.37781120980999444159,0.96473286979319727852,0.00046399215324978047,0.51206820068941794055,-0.00271607844411070852,0.00000000368595236677,0.00000000000000000000,0,,,
38,-69.89026751421316419055,0.03925170474103927692,0.75999999999999778844,0.97435897435897145247,-69.89123021931590074018,0.00000140301616715343,0.03890679343719624650,0.00000072236801438382,0.76277787509728733895,0.38672053724226862492,0.96585145271173322712,0.00044383183953964169,0.51379759899912114118,-0.00271924315650691256,0.00000000352603702616,0.00000000000000000000,0,,,
39,-69.89019496396545605421,0.03927769699810614024,0.77999999999999780620,0.97499999999999720224,-69.89110838159899685706,0.00000112477634220957,0.03895047045253852147,0.00000062676480946319,0.77762141362464631822,0.39122211661715683428,0.96692889308110119284,0.00038516669341377761,0.51960937177849553237,-0.00272229115065893883,0.00000000305952001530,0.00000000000000000000,0,,,
40,-69.89012595231450575284,0.03930242154780171082,0.79999999999999782396,0.97560975609755828941,-69.89100806992031778009,0.00000101175151455679,0.03898660144455338289,0.00000058459493590151,0.79834266010108922984,0.40410046460559134740,0.96782013938076438819,0.00035927989162453912,0.52563670046056010232,-0.00272481251519480659,0.00000000285372353418,0.00000000000000000000,0,,,
41,-69.89006022653407512735,0.03932596892617931661,0.81999999999999784173,0.97619047619047349951,-69.89093111446211992188,0.00000105380336207231,0.03901397645649772733,0.00000059497356009808,0.81705556996215877863,0.41163992547576594427,0.96849527280943059626,0.00036564378076766848,0.51935836580043714950,-0.00272672276510228578,0.00000000290435919524,0.00000000000000000000,0,,,
42,-69.88999755740454133957,0.03934842124864860319,0.83999999999999785949,0.97674418604650903308,-69.89084857340473888598,0.00000089791064036546,0.03904383850582537202,0.00000053053356361097,0.83496561820990045089,0.42568775581247086937,0.96923192197412189053,0.00032606323845426938,0.53498756611793962801,-0.00272880668468981295,0.00000000258983677467,0.00000000000000000000,0,,,
43,-69.88993773654202357193,0.03936985316672095281,0.85999999999999787725,0.97727272727272473940,-69.89073546564020489313,0.00000080889046458933,0.03908408492112656896,0.00000050493713713046,0.86089922085465475643,0.43845234206642458297,0.97022455440839583396,0.00031037540305719569,0.53390569854830038921,-0.00273161515175133519,0.00000000246496971289,0.00000000000000000000,0,,,
44,-69.88988057408352005950,0.03939033269720770142,0.87999999999999778399,0.97777777777777530321,-69.89063465233364524920,0.00000079132082022149,0.03912021953743903546,0.00000047955853571952,0.88594576227624821652,0.44760136684585666300,0.97111577251393366161,0.00029474726890542396,0.53692758419645003620,-0.00273413668901825550,0.00000000234102360023,0.00000000000000000000,0,,,
45,-69.88982589667408262812,0.03940992194327791465,0.89999999999999780176,0.97826086956521496329,-69.89057245789710748340,0.00000074333887795476,0.03914242244396583248,0.00000044444641310681,0.90175672268376139140,0.45928287252710248145,0.97166338101906524205,0.00027315115569557450,0.54637651318480917606,-0.00273568604686220355,0.00000000216958987134,0.00000000000000000000,0,,,
46,-69.88977354571073874467,0.03942867772347965344,0.91999999999999781952,0.97872340425531678676,-69.89049557143931679093,0.00000069611154672868,0.03916993382080941749,0.00000043090698119200,0.92407136615791329870,0.46989166640182489232,0.97234191528776725555,0.00026485144052899932,0.54784129015276505914,-0.00273760583811863325,0.00000000210353754636,0.00000000000000000000,0,,,
47,-69.88972337580604232699,0.03944665212214402972,0.93999999999999783729,0.97916666666666440921,-69.89041603901802091059,0.00000066123843356222,0.03919858103035957914,0.00000039627880021659,0.94305919078284783374,0.47738704001595833049,0.97304847933684368577,0.00024354205601053494,0.55239025397203611600,-0.00273960490049691410,0.00000000193444567938,0.00000000000000000000,0,,,
48,-69.88967525343966258333,0.03946389297240255473,0.95999999999999785505,0.97959183673469163445,-69.89035143362123392308,0.00000061409879172324,0.03922139281053425158,0.00000038630292219265,0.96360285336947448798,0.49109119081658275663,0.97361104858333824552,0.00023744010944821091,0.55157447714192398003,-0.00274119670820972047,0.00000000188580373688,0.00000000000000000000,0,,,
49,-69.88962905577182027628,0.03948044428125010302,0.97999999999999787281,0.97999999999999776179,-69.89026654416456096897,0.00000055578140726278,0.03925200890552310584,0.00000035937552321864,0.98654836194305584041,0.49665446600362095353,0.97436617845541173555,0.00022090271992445228,0.55387448686283136112,-0.00274333316666501049,0.00000000175437888644,0.00000000000000000000,0,,,
50,-69.88958466959628879067,0.03949634660460673435,0.99999999999999789058,0.98039215686274294725,-69.89026146997906607794,0.00000058723270481396,0.03925379460056015180,0.00000036936518899745,0.99592331242317277962,0.50731856634343364121,0.97441019612776624825,0.00022702698369570496,0.55881946832932716251,-0.00274345775896744307,0.00000000180311470695,0.00000000000000000000,0,,,
51,-69.88954199041408799076,0.03951163737910922541,1.01999999999999557687,0.98076923076922861711,-69.89013670840050451716,0.00000050884753728201,0.03929865071688454919,0.00000032241838859824,1.02964922090633259621,0.51777856865042415357,0.97551650779879273134,0.00019817041909501030,0.56261148960618823089,-0.00274658788961853074,0.00000000157393427546,0.00000000000000000000,0,,,
52,-69.88950092161226734788,0.03952635121634555382,1.03999999999999559464,0.98113207547169600797,-69.89014124304019048850,0.00000052265794498437,0.03929702640800958324,0.00000033126746284567,1.03588911175221554117,0.53237296909173592585,0.97547644204751282615,0.00020360899078547000,0.56611352183601915122,-0.00274647453970140254,0.00000000161713160367,0.00000000000000000000,0,,,
53,-69.88946137373368117096,0.03954052016440127298,1.05999999999999561240,0.98148148148147940084,-69.89006188270136021856,0.00000048515549616179,0.03932530429909699560,0.00000030540257474031,1.06259919873024877290,0.54496823224446822032,0.97617382041795508485,0.00018770498529473387,0.57294712268352721019,-0.00274844777803524279,0.00000000149085579630,0.00000000000000000000,0,,,
54,-69.88942326382657199701,0.03955417394087640259,1.07999999999999563016,0.98181818181817981372,-69.88997885387320252448,0.00000040012995366913,0.03935514080886909349,0.00000026936686451156,1.08294292037135009288,0.54577336146835109254,0.97690969434527141768,0.00016558184025904869,0.57507737045420193045,-0.00275052981632764463,0.00000000131499144585,0.00000000000000000000,0,,,
55,-69.88938651486375874811,0.03956734014093983565,1.09999999999999564793,0.98214285714285509687,-69.88996767400274734428,0.00000041525292391612,0.03935899176700213137,0.00000027876505578428,1.08997466121810870909,0.54708038015789428599,0.97700463156666839115,0.00017136107485275786,0.57052842265449510428,-0.00275079851426258959,0.00000000136087543612,0.00000000000000000000,0,,,
56,-69.88935105522300261782,0.03958004442348542207,1.11999999999999566569,0.98245614035087525107,-69.88989272582185208194,0.00000038821032912279,0.03938629254013547437,0.00000025853409729994,1.12456209015096231241,0.57481439930801969673,0.97767799111217901231,0.00015891815703667007,0.58052301084844226686,-0.00275270362239876361,0.00000000126209916590,0.00000000000000000000,0,,,
57,-69.88931681822107577773,0.03959231067803298948,1.13999999999999568345,0.98275862068965325058,-69.88985473287358729522,0.00000038757816475454,0.03939943939198966433,0.00000024830196362846,1.13684879652441961362,0.57897922234735699210,0.97800213208784181340,0.00015261267303369856,0.57959380002749349980,-0.00275362095748732209,0.00000000121211791654,0.00000000000000000000,0,,,
58,-69.88928374169526591686,0.03960416117465814789,1.15999999999999570122,0.98305084745762527643,-69.88980921045148875237,0.00000034976748263462,0.03941598524333839865,0.00000023831476440438,1.15716998559572847860,0.58518932467230511119,0.97841022759048623669,0.00014649476610886609,0.58479011554346216339,-0.00275477556388001527,0.00000000116340343290,0.00000000000000000000,0,,,
59,-69.88925176762671753750,0.03961561669893088472,1.17999999999999571898,0.98333333333333150517,-69.88973988347909482854,0.00000033814475050998,0.03944071864511002751,0.00000022390054821153,1.18594715486079671507,0.59752919531477477477,0.97902016321687801437,0.00013762433895118053,0.58450400644317768162,-0.00275650144642539986,0.00000000109301730412,0.00000000000000000000,0,,,
60,-69.88922084180072147319,0.03962669667358319214,1.19999999999999573674,0.98360655737704738577,-69.88972226209770610694,0.00000031308093173593,0.03944718009755752985,0.00000021936599815585,1.19637704525083710116,0.60364282355229104127,0.97917954437525711597,0.00013485345319606709,0.59003133136997387709,-0.00275695234951044274,0.00000000107091234615,0.00000000000000000000,0,,,
61,-69.88919091350005885488,0.03963741926840302909,1.21999999999999575451,0.98387096774193372184,-69.88965985967182348304,0.00000026821981211652,0.03946920847289125261,0.00000019881522447728,1.22204421729372603167,0.61573306451213494217,0.97972274735291609016,0.00012223315088071143,0.59798167796230905502,-0.00275848945947543885,0.00000000097061169548,0.00000000000000000000,0,,,
62,-69.88916193522734943144,0.03964780149966409817,1.23999999999999577227,0.98412698412698240702,-69.88964881338391421650,0.00000030197900296433,0.03947336184717781249,0.00000020986470433849,1.23437333550473082866,0.62471717748544397519,0.97982518578264077291,0.00012900942679074955,0.59109873715043947939,-0.00275877928939542889,0.00000000102452232430,0.00000000000000000000,0,,,
63,-69.88913386245357628468,0.03965785932023450922,1.25999999999999556799,0.98437499999999822364,-69.88958372292566423312,0.00000025799899841491,0.03949663222268887108,0.00000018508358487902,1.26302994266262036405,0.64348365896861559055,0.98039905700515450615,0.00011378182342166698,0.60171681833286416730,-0.00276040309262725117,0.00000000090355682694,0.00000000000000000000,0,,,
64,-69.88910665338973160488,0.03966760770136891490,1.27999999999999558575,0.98461538461538289368,-69.88956911494145174402,0.00000026457069870602,0.03950183913307592914,0.00000018706141419031,1.27396559888509020020,0.65175587065125850650,0.98052745297722998519,0.00011499378666869101,0.60032522987451442109,-0.00276076642201765043,0.00000000091320482556,0.00000000000000000000,0,,,
65,-69.88908026877936663368,0.03967706070706531613,1.29999999999999560352,0.98484848484848319661,-69.88952489246628374531,0.00000024291219651556,0.03951782816215105437,0.00000017303268201908,1.29312237045121070089,0.65734317805995445827,0.98092178013409536685,0.00010637087942315810,0.60417822058483916514,-0.00276188214853376581,0.00000000084472082383,0.00000000000000000000,0,,,
66,-69.88905467170940255528,0.03968623156176431105,1.31999999999999562128,0.98507462686567004440,-69.88948695915523501299,0.00000023013835468459,0.03953136987332462465,0.00000016663021407504,1.31543601392486597668,0.66888856516394878948,0.98125571819504042725,0.00010243767209304563,0.60786085812620205271,-0.00276282707726424256,0.00000000081347002246,0.00000000000000000000,0,,,
67,-69.88902982743803704579,0.03969513271207502497,1.33999999999999563904,0.98529411764705721044,-69.88944116951837770557,0.00000023102738478522,0.03954778203742482373,0.00000016149008749441,1.34112259033968284072,0.66936063554030400535,0.98166044167968968814,0.00009926961666399298,0.60869547686266678443,-0.00276397230377359825,0.00000000078836093534,0.00000000000000000000,0,,,
68,-69.88900570323731642475,0.03970377588313413197,1.35999999999999565681,0.98550724637680997553,-69.88940234649574279047,0.00000020829657879241,0.03956162465784501814,0.00000015147117952108,1.35909079207845273629,0.67699341483720065771,0.98200179913339380455,0.00009311861410791780,0.60721300888553442210,-0.00276493822899949795,0.00000000073946554355,0.00000000000000000000,0,,,
69,-69.88898226824930759449,0.03971217213013488595,1.37999999999999567457,0.98571428571428409970,-69.88937730672068937565,0.00000019561924793922,0.03957057230459817831,0.00000015052998925757,1.38809353349419883905,0.71651416107586196613,0.98222244842927164399,0.00009255062486402790,0.61803798672199072861,-0.00276556258840493551,0.00000000073489114092,0.00000000000000000000,0,,,
70,-69.88895949335443447126,0.03972033188550159327,1.39999999999999569233,0.98591549295774494333,-69.88934331891552176330,0.00000018728201658047,0.03958289328425173420,0.00000014128881185108,1.40117775704469771370,0.70392277157425520162,0.98252630704372545534,0.00008686501931194399,0.61805243232073947546,-0.00276642235169661512,0.00000000068976811917,0.00000000000000000000,0,,,
71,-69.88893735105077098524,0.03972826500213347961,1.41999999999999571010,0.98611111111110960614,-69.88930536791343683944,0.00000018880435544254,0.03959651056813579678,0.00000013586563154520,1.42487015215256218603,0.71421149318510990245,0.98286210521025285658,0.00008352169789160063,0.61655757793711452042,-0.00276737255140026154,0.00000000066327478377,0.00000000000000000000,0,,,
72,-69.88891581534322483549,0.03973598079309446224,1.43999999999999572786,0.98630136986301220059,-69.88929149113268124438,0.00000017579847966117,0.03960137758494090832,0.00000013305615189158,1.43589719381431724088,0.72216692876817401014,0.98298211289145343006,0.00008180312242970521,0.62141112521082386699,-0.00276771215888792091,0.00000000064957569387,0.00000000000000000000,0,,,
73,-69.88889486164175934846,0.03974348806808541967,1.45999999999999574563,0.98648648648648495918,-69.88924459087715490568,0.00000015755918667202,0.03961818687597719324,0.00000012212063211140,1.46354795252533764760,0.73462672619443125654,0.98339662975123554034,0.00007508327672630061,0.62365974992209283201,-0.00276888509673023061,0.00000000059619524257,0.00000000000000000000,0,,,
74,-69.88887446666770131287,0.03975079516699844134,1.47999999999999576339,0.98666666666666524854,-69.88922817547384624959,0.00000016315631680974,0.03962405281207473373,0.00000012469569504237,1.48293989569836637266,0.75223951051419446490,0.98354127402220536958,0.00007666407579839826,0.62365128898305510763,-0.00276929441013372543,0.00000000060876209506,0.00000000000000000000,0,,,
75,-69.88885460836752372416,0.03975790999082277205,1.49999999999999578115,0.98684210526315641054,-69.88920884195711380471,0.00000016220864591724,0.03963103487463093266,0.00000012141355275155,1.49655114127284871728,0.75414831966840789601,0.98371345566548074046,0.00007464277326571067,0.62640296063284273131,-0.00276978161521186216,0.00000000059273218775,0.00000000000000000000,0,,,
76,-69.88883526583322236547,0.03976484003014241209,1.51999999999999557687,0.98701298701298556537,-69.88918640739304066756,0.00000015433111565190,0.03963903264404156773,0.00000011576285282922,1.51280620997762160762,0.76421061817776925196,0.98391067149114852519,0.00007116849059845064,0.63206809041765199542,-0.00277033968651064924,0.00000000056514522959,0.00000000000000000000,0,,,
