# in_testing: False
# method: euler
# panel: NMDA block
# simulation_clock: 0.05000000000000000278
# C: 0.00050000000000000001
# E_leak: -70
# theta: -50
# v_reset: -55
# g_L: 0.00000002500000000000
# g_ampa: 0.00000000005000000000
# g_gaba: 0.00000000004000000000
# g_nmda: 0.00000000090000000000
# tau_ampa_ms: 2
# tau_gaba_ms: 5
# tau_nmda_rise: 2
# tau_nmda_decay: 100
# up_state: {'N': 2000, 'nu': 82, 'N_nmda': 0, 'nu_nmda': 0}
# down_state: {'N_E': 100, 'gamma': 4, 'nu': 10, 'N_nmda': 0, 'nu_nmda': 0}
# smoothened_rate_width: 10
# x_nmda: 0
N,v_steady,g_e_steady,g_i_steady,g_nmda_steady,x_nmda_steady,s_nmda_steady,v_mean,v_var,g_e_mean,g_e_var,g_i_mean,g_i_var,g_nmda_mean,g_nmda_var,x_nmda_mean,x_nmda_var,s_nmda_mean,s_nmda_var,mean_rate,num_spikes,mean_isi,std_isi,cv_isi
1,-69.97704752841345055003,0.00819999999999996773,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.97202632178282044606,0.03750474263318499119,0.00821166213002630027,0.00020573185462543424,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
2,-69.95411010377469551713,0.01639999999999993546,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.94995473088296478181,0.03755772331114103080,0.01611015382589338005,0.00041008452354526618,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
3,-69.93118771129485367055,0.02459999999999993442,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.92603705977944628103,0.03762309304341260319,0.02466499403653965236,0.00063339461321194662,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
4,-69.90828033620168469042,0.03279999999999987093,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.90371720383758713524,0.03757811628952135996,0.03266342285928770101,0.00082523519041252148,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
5,-69.91488750140001684485,0.03279999999999987093,0.01639999999999983832,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.91041736397663441949,0.03751476093412144802,0.03264656267388099664,0.00082426107697991860,0.01656141497472293084,0.00033283176028280466,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
6,-69.89200794975013764088,0.04099999999999987682,0.01639999999999983832,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.88718123146006178104,0.03755509757974054286,0.04096244714375225915,0.00103004120187267134,0.01640285172603968625,0.00033267394147111132,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
7,-69.86914336780564838136,0.04919999999999986884,0.01639999999999983832,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.86401267685229754534,0.03758764139905419743,0.04923263488412305683,0.00124877908206669913,0.01614658858010201495,0.00032574570192481407,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
8,-69.84629374087968756157,0.05739999999999987473,0.01639999999999983832,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.84131755598802726581,0.03730950162089107652,0.05746765030439044547,0.00145329821339318984,0.01669666143014828658,0.00033133351194733409,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
9,-69.82345905430466359576,0.06559999999999974185,0.01639999999999983832,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.81810577224487701642,0.03761599969455731857,0.06574705331382564577,0.00165254591140803135,0.01632637822537857594,0.00032496903949952251,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
10,-69.83010869219032201727,0.06559999999999974185,0.03279999999999967664,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.82566619813299269026,0.03764675005617856840,0.06549656212160366586,0.00163987743884861205,0.03323934842077445190,0.00066144650575271607,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
11,-69.80730166570023698114,0.07379999999999974081,0.03279999999999967664,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.80282075092530646998,0.03766680898461962496,0.07360068094232102842,0.00185435690029733900,0.03249026752689575942,0.00065598278150234141,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
12,-69.78450953223077135590,0.08199999999999975364,0.03279999999999967664,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.77846431158869222600,0.03788695725961362809,0.08242580268931985754,0.00206365519254584186,0.03293047144246870339,0.00066191929282808152,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
13,-69.76173227719894498478,0.09019999999999975260,0.03279999999999967664,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.75517754976588946647,0.03771899441054749058,0.09078735575471842678,0.00227488829866548089,0.03270666758029119880,0.00063970564736286293,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
14,-69.73896988604083446717,0.09839999999999973768,0.03279999999999967664,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.73479380399511740052,0.03754698668366947267,0.09814798251222155157,0.00249453293124858458,0.03283039289198771971,0.00066166068515212937,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
15,-69.74566161383468454460,0.09839999999999973768,0.04919999999999968149,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.73961578179131493016,0.03771803305016343394,0.09889536892808814539,0.00248759639380761446,0.04963411252235170462,0.00099934251349472966,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
16,-69.72292672067951002646,0.10659999999999975051,0.04919999999999968149,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.71597717111599479267,0.03753509989994487789,0.10734242154931063207,0.00271839693512596244,0.04912637438155371267,0.00098722025791323810,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
17,-69.70020664441540247935,0.11479999999999974947,0.04919999999999968149,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-69.69387872945978301686,0.03802062752719762712,0.11534965019532723851,0.00297567406514699390,0.04927087092289003656,0.00097504939520578256,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,,,
