# in_testing: False
# method: euler
# panel: Control_no_firing
# simulation_clock: 0.05000000000000000278
# C: 0.00050000000000000001
# E_leak: -70
# theta: 100
# v_reset: -55
# g_L: 0.00000002500000000000
# g_ampa: 0.00000000005000000000
# g_gaba: 0.00000000004000000000
# g_nmda: 0.00000000090000000000
# tau_ampa_ms: 2
# tau_gaba_ms: 5
# tau_nmda_rise: 2
# tau_nmda_decay: 100
# up_state: {'N': 2000, 'nu': 82, 'N_nmda': 10, 'nu_nmda': 10}
# down_state: {'N_E': 100, 'gamma': 4, 'nu': 10, 'N_nmda': 10, 'nu_nmda': 2}
# smoothened_rate_width: 10
N,v_steady,g_e_steady,g_i_steady,g_nmda_steady,x_nmda_steady,s_nmda_steady,v_mean,v_var,g_e_mean,g_e_var,g_i_mean,g_i_var,g_nmda_mean,g_nmda_var,x_nmda_mean,x_nmda_var,s_nmda_mean,s_nmda_var,mean_rate,num_spikes,mean_isi,std_isi,cv_isi
11,-69.70450083143764175020,0.07379999999999974081,0.03279999999999967664,0.03702744291561066436,0.19999999999999945599,0.90909090909089884658,-69.70476165875004426198,0.03699912151858062576,0.07343949849480906067,0.00185415207433693697,0.03260476712895361839,0.00065040590486624558,0.03551050418702125094,0.00001013541587058184,0.20006657287766171915,0.10028546983346078858,0.87202852618910953186,0.00609144104803453681,0.00000000000000000000,0,,,
12,-69.68163684078871256133,0.08199999999999975364,0.03279999999999967664,0.03707758870435548526,0.19999999999999945599,0.90909090909089884658,-69.68094859206749447367,0.03700264506988561186,0.08209053078846041684,0.00208317882098971261,0.03267164741582330445,0.00065950853170550227,0.03547429081909329179,0.00001067850547990317,0.19869074284371676664,0.10098767230560692920,0.86985977334484276824,0.00638654521948271974,0.00000000000000000000,0,,,
13,-69.65878775620146257097,0.09019999999999975260,0.03279999999999967664,0.03712776642154044099,0.19999999999999945599,0.90909090909089884658,-69.65762193090058929101,0.03707486735421141461,0.09032373790286123139,0.00227777299040861966,0.03252951736150474366,0.00065422103581287629,0.03562789641006761099,0.00001065376715510829,0.20323284038453573452,0.10331341453623774096,0.87240774122915409894,0.00633161057955710770,0.00000000000000000000,0,,,
14,-69.63595356315966000693,0.09839999999999973768,0.03279999999999967664,0.03717797604714769694,0.19999999999999945599,0.90909090909089884658,-69.63619367540097471192,0.03707269730012634212,0.09801806450661436354,0.00247207221914700053,0.03219780067011727281,0.00062896274449033760,0.03564299238454374241,0.00001061906319756710,0.20069947659749448610,0.10020155057698519607,0.87168409939319135837,0.00634446639489859646,0.00000000000000000000,0,,,
15,-69.64274380215802295879,0.09839999999999973768,0.04919999999999968149,0.03716303838161000989,0.19999999999999945599,0.90909090909089884658,-69.64019362000480839470,0.03686995528228475399,0.09907409358834828872,0.00252692833223485715,0.04924957236551812806,0.00095962682524324710,0.03568348450115814419,0.00001093555189646831,0.20576600537793943158,0.10428882448785795067,0.87290450745206482619,0.00653171995684146290,0.00000000000000000000,0,,,
16,-69.61993723445358739355,0.10659999999999975051,0.04919999999999968149,0.03721323259567067832,0.19999999999999945599,0.90909090909089884658,-69.62008995487160234461,0.03765013811982070857,0.10635839528480320326,0.00271552034325003898,0.04966650080978339543,0.00100100107700679900,0.03572258907080812229,0.00000993144726854550,0.20063287638147062064,0.10086454617744705642,0.87265410826921752108,0.00582289589813634201,0.00000000000000000000,0,,,
17,-69.59714551133085080892,0.11479999999999974947,0.04919999999999968149,0.03726345863592598479,0.19999999999999945599,0.90909090909089884658,-69.59686438803598207414,0.03693176646066737012,0.11476339457789899723,0.00286199278855664430,0.04971319449910430871,0.00101506692086144245,0.03574178538027240198,0.00001071233051667651,0.20149999582851954583,0.10227166383176378162,0.87194890911432676450,0.00631283274659943938,0.00000000000000000000,0,,,
18,-69.57436861835701336076,0.12299999999999948475,0.04919999999999968149,0.03731371648233822169,0.19999999999999945599,0.90909090909089884658,-69.57326602745304455766,0.03739957038317343052,0.12324894277623578420,0.00312850714308550524,0.04907425128657857960,0.00098415960209735079,0.03570835759030417667,0.00001086512074074656,0.19923331656503917575,0.10152654529808224915,0.86990548723084482052,0.00637286236660567114,0.00000000000000000000,0,,,
19,-69.55160654111807616573,0.13119999999999948370,0.04919999999999968149,0.03736400611484574918,0.19999999999999945599,0.90909090909089884658,-69.55293928575997597363,0.03745303729581157814,0.13065062742441824195,0.00328245622577391866,0.04961720168643006523,0.00098421403199194161,0.03575485352289121260,0.00001075109763589018,0.19826474585250603022,0.10017138782391754592,0.87006140868792702925,0.00631957660095724700,0.00000000000000000000,0,,,
20,-69.55843871076767470640,0.13119999999999948370,0.06559999999999935327,0.03734890461530721711,0.19999999999999945599,0.90909090909089884658,-69.55923487941278438029,0.03734206977889598100,0.13074228545254262812,0.00329668353472475613,0.06597081560753779994,0.00132040362669625776,0.03584046976673607027,0.00001067441063475576,0.20385419211814853613,0.10321752533355592341,0.87256543876419101480,0.00628935565240043831,0.00000000000000000000,0,,,
